PUMFID,LM_50A,LM_50B,LM_55,LM_60A,LM_60B,LM_60C,LM_60D,LM_60E,LM_60F,LM_60G,LM_60H,LM_65A,LM_65B,LM_65C,LM_65D,LM_65E,LM_75A,LM_75B,LM_75C,LM_75D,LM_75E,LM_75F,LM_75G,LM_75H,ER_05A,ER_05B,ER_05C,ER_05D,ER_05E,ER_05F,ER_05G,ER_05H,ER_05I,ER_05J,ER_05K,ER_05L,ER_05M,ER_05N,ER_10,HR_05A,HR_05B,HR_05C,HR_05D,HR_05E,HR_10,HR_15A,HR_15B,HR_15C,HR_15D,HR_15E,HR_15F,HR_15G,HR_15H,HR_15I,HR_15J,HR_20A,HR_20B,HR_20C,HR_20D,HR_20E,HR_20F,HR_20G,HR_20H,HR_20I,HR_25A,HR_25B,HR_25C,HR_30A,HR_30B,HR_30C,HR_30D,HR_30E,HR_30F,HR_30G,HR_30H,HR_35,HR_Q25BC,FCR_05,FCR_15,FCR_20,FCR_10A,FCR_10B,FCR_10C,FCR_10D,FCR_10E,FCR_10F,FCR_10G,FCR_10H,FCR_10I,FCR_10J,FCR_10K,CT_05,PCT_10,CT_15A,CT_15B,CT_15C,CT_15D,CT_15E,CT_15F,PTC_05A,PTC_05B,PTC_05C,PTC_05D,PTC_05E,PTC_05F,PTC_05G,PTC_05H,PTC_05I,PTC_05J,PTC_05K,PTC_05L,PTC_05M,PTC_10,PTC_15A,PTC15BC,PTC_15E,PTC_15F,PTC_15G,PTC15DHI,PFW_05A,PFW_05B,PFW_05C,PFW_05D,PFW_05E,PFW_05F,PFW_05G,RURURB,SEX,PTELEWSC,MARSTATC,IMMIGRNC,PCHILD,HHLDSIZC,AGEGRP,PDWELCDC,PEDUC_LC,PEMPSTC,PERS_WGT,VERDATE
7597,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,4,3,3,3,3,3,3,3,3,4,4,4,2,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,4,.a,.a,2,2,2,2,2,2,1,2,5,.a,1,2,3,4,1,3,1,3,1,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,3,2,3,3,3,1,4,3,1,2,2,4,2,.a,.a,.a,.a,.a,.a,5,1,3,3,1,1,1,2,2,.d,1,1,0,2,7,1,1,4,12245.4084,16/07/2020
7598,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,4,4,3,3,1,1,3,4,4,3,1,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,2,2,1,2,2,1,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,.a,.a,.a,.a,.a,.a,2,2,1,1,2,3,2,1,2,2,2,2,2,2,.a,.a,.a,.a,.a,.a,5,5,4,5,5,5,5,2,2,3,4,1,1,3,1,1,1,1,11047.3732,16/07/2020
7599,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,2,3,2,3,3,3,3,3,3,3,3,3,2,1,2,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,2,1,2,2,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,9,1,1,3,3,3,2,2,2,1,2,3,5,1,5,5,3,3,.a,.a,.a,.a,.a,.a,2,2,1,2,2,3,2,4,4,2,1,1,2,2,.a,.a,.a,.a,.a,.a,1,1,3,3,1,5,1,1,1,3,1,1,1,3,4,1,2,1,15341.7346,16/07/2020
7600,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,2,2,1,2,2,4,4,3,3,3,3,3,3,3,2,1,2,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,1,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,6,1,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,.a,.a,.a,.a,.a,.a,2,2,3,3,3,3,1,2,3,2,2,1,2,1,1,2,2,2,2,2,5,5,3,3,5,5,5,2,2,.d,3,1,0,1,6,1,6,4,2573.3004,16/07/2020
7601,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,2,3,2,3,3,3,1,3,2,4,2,2,2,2,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,2,1,2,2,4,.a,.a,2,2,2,2,2,2,2,1,3,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,7,7,.a,.a,.a,.a,.a,.a,3,3,2,3,3,3,1,2,3,3,3,2,3,2,.a,.a,.a,.a,.a,.a,5,5,4,5,4,3,1,2,1,2,4,1,0,1,4,1,6,1,5632.7876,16/07/2020
7602,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,2,3,3,3,2,3,1,3,3,4,3,1,1,1,1,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,1,2,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,7,1,1,4,3,1,1,1,3,2,3,5,5,5,5,5,5,7,2,2,2,1,2,2,2,2,1,2,3,3,1,4,4,2,2,2,2,1,2,2,2,2,2,1,5,5,1,4,5,1,3,2,2,2,3,1,0,1,3,1,4,1,6377.45,16/07/2020
7603,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,3,3,1,3,2,2,2,4,3,4,2,2,1,1,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,3,.a,.a,2,2,2,1,2,2,2,2,5,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,.a,.a,.a,.a,.a,.a,2,2,2,3,2,2,1,3,3,3,2,2,1,2,.a,.a,.a,.a,.a,.a,5,5,2,4,2,2,5,2,2,3,4,1,0,1,4,2,4,1,11985.0132,16/07/2020
7604,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,2,3,2,3,3,3,2,2,2,4,2,4,.b,1,2,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,2,1,2,2,2,2,2,3,.a,.a,2,2,2,1,2,2,1,2,5,.a,1,3,3,3,3,2,2,1,3,5,5,5,5,5,8,3,2,2,2,2,1,2,2,2,1,3,3,3,1,2,2,2,2,2,3,2,.a,.a,.a,.a,.a,.a,5,4,3,4,4,4,5,2,1,.d,1,1,0,2,6,1,3,4,2060.5515,16/07/2020
7605,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,2,3,4,3,3,2,3,3,3,4,3,4,2,2,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,1,1,4,1,2,1,1,3,3,1,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,3,3,3,3,3,3,2,2,3,3,2,3,3,2,.a,.a,.a,.a,.a,.a,5,5,3,4,3,2,5,2,2,.d,1,1,0,2,6,2,7,4,2319.4757,16/07/2020
7606,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,2,1,3,3,1,3,4,3,3,3,1,4,1,4,2,1,1,1,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,2,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,5,2,1,4,3,3,3,2,3,1,3,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,2,2,2,2,2,1,2,2,2,2,2,2,2,.a,.a,.a,.a,.a,.a,5,2,3,3,2,2,2,2,2,.d,1,1,0,2,6,1,6,4,4302.2039,16/07/2020
7607,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,3,3,3,3,3,3,3,3,3,3,4,3,4,2,2,2,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,9,1,1,5,2,3,3,3,2,1,1,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,3,2,3,3,3,1,4,4,2,2,2,3,2,.a,.a,.a,.a,.a,.a,5,5,4,4,2,2,2,2,1,.d,1,1,0,3,5,4,7,4,3657.7394,16/07/2020
7608,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,.d,1,1,1,1,1,.d,.d,.d,1,.d,1,.d,.b,1,2,2,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,1,2,1,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,10,.a,1,4,3,2,3,2,2,3,1,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,2,2,2,2,2,1,2,3,2,2,2,2,2,.a,.a,.a,.a,.a,.a,5,1,3,4,4,2,4,2,2,.d,1,2,0,2,7,4,4,4,2276.8441,16/07/2020
7609,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,3,3,3,3,3,3,3,3,3,4,3,4,2,2,2,2,2,1,4,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,4,.a,.a,2,2,2,2,1,2,2,2,10,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,.a,.a,.a,.a,.a,.a,1,2,1,2,2,3,1,4,2,2,2,4,4,2,.a,.a,.a,.a,.a,.a,5,5,4,4,3,1,5,2,1,3,4,1,0,1,3,4,4,1,1530.7178,16/07/2020
7610,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,2,1,3,3,1,3,1,3,1,1,1,4,1,3,2,1,2,2,2,2,4,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,4,.a,.a,2,2,2,1,1,1,2,2,7,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,.a,.a,.a,.a,.a,.a,1,1,1,1,1,1,1,4,4,1,1,1,1,2,.a,.a,.a,.a,.a,.a,5,5,3,1,3,1,3,2,1,3,4,1,0,1,6,1,7,1,278.1607,16/07/2020
7611,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,2,3,3,3,3,3,3,3,2,4,3,4,2,1,1,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,2,1,2,2,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,1,1,2,3,1,1,1,1,3,1,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,2,3,3,3,3,1,4,3,2,1,2,4,2,.a,.a,.a,.a,.a,.a,5,5,3,5,5,5,5,1,2,.d,1,1,0,2,5,1,4,4,3140.9501,16/07/2020
7612,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,1,3,3,1,3,3,3,1,3,3,4,1,4,2,2,2,1,2,2,4,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,1,2,2,3,.a,.a,2,2,2,2,1,2,2,2,5,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,8,.a,.a,.a,.a,.a,.a,2,2,1,2,2,2,1,2,3,2,2,4,4,2,.a,.a,.a,.a,.a,.a,5,5,3,4,1,1,5,1,2,.d,1,1,0,5,4,4,4,4,18470.1084,16/07/2020
7613,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,4,3,3,3,4,3,3,1,3,4,3,4,2,2,2,2,2,1,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,.a,.a,2,2,2,1,2,2,2,2,10,.a,1,5,3,3,3,3,3,1,1,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,2,1,1,5,5,1,2,1,1,5,2,1,.d,1,2,0,2,7,1,4,4,5256.0358,16/07/2020
7614,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,4,3,3,4,3,3,3,3,3,4,3,4,2,1,1,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,2,2,2,1,2,2,4,.a,.a,2,2,2,2,2,2,1,2,8,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,.a,.a,.a,.a,.a,.a,2,2,1,2,2,2,1,2,1,1,1,1,4,2,.a,.a,.a,.a,.a,.a,5,5,2,4,1,1,5,2,2,.d,3,1,0,1,6,1,6,4,386.1013,16/07/2020
7615,4,.a,1,2,2,2,2,2,2,2,1,.a,.a,.a,.a,.a,1,1,1,3,3,5,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,4,4,2,2,2,2,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,.a,.a,2,2,2,1,2,2,2,2,9,.a,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,.a,.a,.a,.a,.a,.a,1,1,1,1,1,1,1,1,1,1,1,1,1,2,.a,.a,.a,.a,.a,.a,5,5,5,5,5,5,5,1,1,4,1,1,1,2,4,1,4,2,3183.7546,16/07/2020
7616,3,.a,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2,4,2,1,4,4,2,4,3,2,1,3,2,3,2,1,3,2,3,1,2,4,2,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,1,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,7,1,1,1,3,1,1,1,1,1,3,3,1,1,1,1,5,7,2,1,2,1,2,2,2,2,1,3,3,3,2,2,2,2,1,2,2,2,.a,.a,.a,.a,.a,.a,4,4,3,4,2,4,4,2,2,1,2,1,1,2,2,1,4,1,2562.7483,16/07/2020
7617,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,3,3,3,3,4,3,3,2,3,3,2,2,2,1,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,2,2,1,2,2,4,.a,.a,2,1,2,1,1,2,2,2,5,.a,1,1,3,1,1,1,1,2,2,1,1,1,3,5,3,3,.a,.a,.a,.a,.a,.a,1,2,1,2,3,3,1,1,3,1,1,1,2,1,1,2,1,2,2,2,2,5,1,4,1,1,1,2,2,3,1,1,1,2,3,1,4,1,3800.9579,16/07/2020
7618,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,4,1,1,4,4,1,1,2,2,2,4,2,4,4,1,1,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,1,1,3,3,1,1,1,1,1,2,5,5,5,5,5,3,3,.a,.a,.a,.a,.a,.a,2,2,2,3,3,3,1,2,2,1,2,1,2,2,.a,.a,.a,.a,.a,.a,5,5,2,3,3,5,5,2,2,3,1,1,0,2,5,1,2,1,19401.3786,16/07/2020
7619,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,2,4,3,3,3,3,1,3,3,4,3,3,3,1,1,1,2,2,4,1,2,1,2,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,.a,.b,.a,.a,.a,.a,.a,.a,.a,.a,6,.b,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,5,5,.a,.a,.a,.a,.a,.a,2,2,2,3,3,3,2,2,3,2,2,2,2,2,.a,.a,.a,.a,.a,.a,5,5,2,4,5,1,5,2,2,3,4,1,0,1,1,3,4,1,557.0479,16/07/2020
7620,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,4,3,3,3,3,4,3,4,3,4,1,1,2,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,2,2,2,4,.a,.a,2,2,2,1,1,2,2,2,8,.a,1,5,3,3,3,3,2,1,1,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,2,1,2,4,2,1,4,4,1,4,2,4,2,.a,.a,.a,.a,.a,.a,5,5,1,4,5,5,5,2,2,.d,1,1,0,2,6,1,2,4,6826.7155,16/07/2020
7621,3,.a,2,1,1,2,1,2,2,1,2,2,2,1,1,2,1,3,2,3,5,5,3,3,3,2,1,3,2,3,2,3,3,3,2,3,2,4,1,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,2,1,1,2,1,2,2,4,.a,.a,2,1,2,2,1,2,2,2,7,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,.a,.a,.a,.a,.a,.a,3,3,2,3,3,2,1,2,2,2,2,2,2,2,.a,.a,.a,.a,.a,.a,3,5,2,3,1,1,3,2,2,1,3,1,1,1,3,1,7,1,815.355,16/07/2020
7622,3,.a,2,1,1,1,1,1,2,2,2,2,2,2,2,1,3,.d,3,.d,.d,.d,.d,.d,3,2,3,3,3,3,3,3,3,3,3,4,1,4,3,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,5,1,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,8,2,2,2,2,2,1,3,3,2,3,3,3,1,3,3,3,3,3,3,1,2,2,2,1,1,1,5,.d,4,5,3,1,5,2,1,4,3,1,0,1,5,1,2,2,926.0483,16/07/2020
7623,1,.a,1,1,1,1,1,1,2,1,2,.a,.a,.a,.a,.a,2,3,1,1,1,1,2,2,3,2,2,3,2,3,2,3,3,1,3,4,2,3,1,1,1,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,2,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,9,1,1,4,3,1,3,1,3,1,3,5,5,5,5,5,3,7,2,2,2,1,2,2,2,3,1,2,3,3,1,4,3,1,1,2,2,2,.a,.a,.a,.a,.a,.a,5,5,2,4,2,1,2,2,1,1,1,1,0,2,3,1,4,1,5027.6157,16/07/2020
7624,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,4,3,3,3,3,3,3,.d,2,4,3,4,2,1,1,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,4,.a,.a,2,2,2,2,2,2,1,2,9,.a,1,5,.d,1,1,3,1,3,2,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,.d,1,2,2,3,1,4,2,2,1,2,2,2,.a,.a,.a,.a,.a,.a,5,5,2,4,4,5,5,1,2,.d,1,1,0,2,6,1,4,4,4615.4487,16/07/2020
7625,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,2,2,2,4,2,3,2,3,3,4,3,1,4,4,2,2,2,1,1,2,4,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,.a,.a,2,2,2,1,1,2,2,2,2,.a,1,4,3,3,3,2,3,1,1,1,2,3,3,2,3,3,.a,.a,.a,.a,.a,.a,2,2,1,2,3,3,1,3,2,2,1,1,2,2,.a,.a,.a,.a,.a,.a,2,5,2,4,4,1,1,1,2,3,1,1,1,2,3,1,4,1,3442.2872,16/07/2020
7626,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,3,3,.d,.d,.d,.d,.d,.d,.d,3,.d,3,.d,2,2,2,2,2,1,3,2,2,1,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,4,.a,.a,2,2,2,1,2,2,2,2,10,.a,1,5,3,3,3,3,3,3,1,5,5,5,5,5,3,3,.a,.a,.a,.a,.a,.a,2,2,1,2,4,2,1,4,4,2,4,4,4,2,.a,.a,.a,.a,.a,.a,5,5,3,4,2,1,5,1,1,3,3,2,0,1,5,1,3,1,993.4833,16/07/2020
7627,3,.a,1,2,2,2,2,2,2,2,1,.a,.a,.a,.a,.a,5,.d,.d,.d,.d,.d,.d,.d,1,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.b,2,2,2,1,2,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,1,1,1,1,2,2,2,1,2,4,.a,.a,2,2,2,2,2,2,2,1,6,.a,1,5,6,.d,.d,1,.d,1,1,.d,.d,.d,.d,.d,3,3,.a,.a,.a,.a,.a,.a,2,.d,2,2,.d,.d,1,4,4,2,.d,4,4,2,.a,.a,.a,.a,.a,.a,5,5,5,5,5,5,5,2,1,.d,1,2,0,2,7,4,2,.d,40041.4105,16/07/2020
7628,3,.a,2,1,1,1,1,2,1,1,2,1,2,1,2,2,3,4,2,1,1,4,3,3,3,1,2,3,1,3,3,2,1,3,1,4,1,3,2,1,1,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,1,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,7,1,1,5,3,1,3,3,2,1,2,3,5,5,5,5,3,8,2,2,2,2,2,1,3,3,2,3,3,3,1,3,3,2,3,3,3,2,.a,.a,.a,.a,.a,.a,5,5,3,4,3,1,1,2,1,4,1,1,0,2,5,1,4,2,1633.4863,16/07/2020
7629,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,3,3,1,3,3,3,3,3,2,2,4,3,3,4,2,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,2,1,2,2,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,5,1,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,8,.a,.a,.a,.a,.a,.a,2,2,2,3,3,3,1,2,2,2,2,2,2,2,.a,.a,.a,.a,.a,.a,5,5,3,3,3,3,5,2,2,.d,3,1,0,1,7,3,5,4,957.7826,16/07/2020
7630,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,3,3,2,3,2,3,1,1,2,4,2,4,1,1,1,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,2,2,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,6,1,1,4,3,2,3,3,2,1,1,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,2,1,3,3,3,1,2,4,2,2,3,3,2,.a,.a,.a,.a,.a,.a,5,5,3,3,2,1,1,2,1,.d,1,1,0,2,6,4,6,4,1633.8149,16/07/2020
7631,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,2,3,1,3,3,2,2,3,3,3,1,1,2,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,10,1,1,4,3,1,1,2,1,2,2,5,5,5,5,5,5,5,.a,.a,.a,.a,.a,.a,3,3,2,3,3,3,1,2,2,2,2,2,3,2,.a,.a,.a,.a,.a,.a,5,2,3,3,3,3,3,2,2,3,1,1,0,2,3,1,4,1,5466.4831,16/07/2020
7632,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,4,3,3,4,3,3,3,3,2,2,4,3,4,2,1,2,2,2,2,4,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,4,.a,.a,2,2,2,1,2,2,2,2,8,.a,1,5,3,1,1,1,2,3,1,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,1,1,1,2,1,2,1,4,4,1,1,1,4,2,.a,.a,.a,.a,.a,.a,5,5,3,5,1,1,1,1,2,.d,1,2,0,2,5,1,6,4,1065.9821,16/07/2020
7633,3,.a,1,1,1,1,1,1,2,1,2,.a,.a,.a,.a,.a,1,1,1,5,5,5,5,5,3,4,4,3,3,3,3,3,1,1,3,4,4,3,2,2,2,2,2,1,4,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,4,.a,.a,2,2,2,2,1,2,2,2,10,.a,1,5,3,3,3,3,2,3,1,3,3,2,3,5,1,.d,.a,.a,.a,.a,.a,.a,1,1,1,2,2,2,1,4,4,1,1,1,2,2,.a,.a,.a,.a,.a,.a,1,5,4,5,5,3,5,1,1,4,1,1,1,4,4,1,4,3,12631.7683,16/07/2020
7634,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,2,2,2,3,2,3,1,3,2,4,3,4,1,1,1,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,2,.a,.b,.a,.a,.a,.a,.a,.a,.a,.a,7,.b,1,3,3,1,1,1,2,1,1,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,3,2,3,3,3,2,2,3,2,3,3,2,2,.a,.a,.a,.a,.a,.a,5,2,3,3,2,1,1,2,1,.d,1,1,0,2,5,1,7,4,982.9047,16/07/2020
