PUMFID,LM_50A,LM_50B,LM_55,LM_60A,LM_60B,LM_60C,LM_60D,LM_60E,LM_60F,LM_60G,LM_60H,LM_65A,LM_65B,LM_65C,LM_65D,LM_65E,LM_75A,LM_75B,LM_75C,LM_75D,LM_75E,LM_75F,LM_75G,LM_75H,ER_05A,ER_05B,ER_05C,ER_05D,ER_05E,ER_05F,ER_05G,ER_05H,ER_05I,ER_05J,ER_05K,ER_05L,ER_05M,ER_05N,ER_10,HR_05A,HR_05B,HR_05C,HR_05D,HR_05E,HR_10,HR_15A,HR_15B,HR_15C,HR_15D,HR_15E,HR_15F,HR_15G,HR_15H,HR_15I,HR_15J,HR_20A,HR_20B,HR_20C,HR_20D,HR_20E,HR_20F,HR_20G,HR_20H,HR_20I,HR_25A,HR_25B,HR_25C,HR_30A,HR_30B,HR_30C,HR_30D,HR_30E,HR_30F,HR_30G,HR_30H,HR_35,HR_Q25BC,FCR_05,FCR_15,FCR_20,FCR_10A,FCR_10B,FCR_10C,FCR_10D,FCR_10E,FCR_10F,FCR_10G,FCR_10H,FCR_10I,FCR_10J,FCR_10K,CT_05,PCT_10,CT_15A,CT_15B,CT_15C,CT_15D,CT_15E,CT_15F,PTC_05A,PTC_05B,PTC_05C,PTC_05D,PTC_05E,PTC_05F,PTC_05G,PTC_05H,PTC_05I,PTC_05J,PTC_05K,PTC_05L,PTC_05M,PTC_10,PTC_15A,PTC15BC,PTC_15E,PTC_15F,PTC_15G,PTC15DHI,PFW_05A,PFW_05B,PFW_05C,PFW_05D,PFW_05E,PFW_05F,PFW_05G,RURURB,SEX,PTELEWSC,MARSTATC,IMMIGRNC,PCHILD,HHLDSIZC,AGEGRP,PDWELCDC,PEDUC_LC,PEMPSTC,PERS_WGT,VERDATE
7078,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,3,4,3,3,4,3,3,3,3,2,4,3,4,2,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,5,1,1,4,3,2,1,1,1,3,1,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,2,1,3,3,3,2,3,3,2,2,1,2,.d,.d,.d,.d,.d,.d,.d,5,5,1,5,1,1,1,2,2,.d,1,2,0,2,6,1,6,4,1200.713,16/07/2020
7079,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,4,.a,.a,2,2,2,2,2,2,1,2,5,.a,1,3,3,3,1,3,1,1,1,3,5,5,5,5,3,3,.a,.a,.a,.a,.a,.a,2,2,2,2,2,3,1,2,2,3,2,2,4,2,.a,.a,.a,.a,.a,.a,5,5,5,5,5,5,5,2,2,3,4,1,1,3,1,1,2,1,5000.8486,16/07/2020
7080,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,2,3,2,4,2,1,2,2,2,4,4,4,3,1,2,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,2,1,2,2,2,2,2,4,.a,.a,2,2,2,1,1,2,2,1,8,.a,1,4,3,2,3,1,2,3,1,5,5,5,5,5,3,3,.a,.a,.a,.a,.a,.a,2,3,2,3,3,4,2,4,4,2,2,2,3,2,.a,.a,.a,.a,.a,.a,5,5,2,5,2,1,5,2,1,.d,1,1,0,2,6,1,3,4,2223.8563,16/07/2020
7081,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,1,3,1,3,3,3,3,3,3,4,1,4,2,1,1,2,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,2,2,1,2,2,4,.a,.a,2,2,1,1,2,2,1,2,0,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,8,.a,.a,.a,.a,.a,.a,2,2,2,3,3,4,1,4,4,2,2,2,4,2,.a,.a,.a,.a,.a,.a,5,5,4,5,5,1,5,2,2,.d,3,1,0,1,5,2,2,4,14784.6309,16/07/2020
7082,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,1,3,1,3,2,3,3,1,1,3,1,1,2,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,2,1,1,2,1,2,2,4,.a,.a,2,2,2,2,2,2,1,2,8,.a,1,2,2,3,2,2,1,1,2,1,1,2,1,1,3,1,2,2,2,1,2,2,2,3,2,3,3,3,1,2,2,3,2,2,2,2,.a,.a,.a,.a,.a,.a,1,1,2,2,2,2,3,2,2,3,2,1,1,2,4,1,6,1,1894.8029,16/07/2020
7083,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,4,3,3,3,3,3,3,3,3,4,3,3,1,2,2,2,2,1,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,.a,.a,2,2,1,1,2,2,2,2,9,.a,1,5,3,2,2,1,1,2,1,5,5,5,5,5,3,3,.a,.a,.a,.a,.a,.a,1,2,1,1,2,2,1,2,2,2,1,2,2,2,.a,.a,.a,.a,.a,.a,5,5,1,2,1,1,1,2,2,3,1,1,0,2,4,1,6,1,1588.1482,16/07/2020
7084,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,3,3,2,3,3,3,3,1,3,4,3,4,2,2,1,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,2,1,2,2,1,2,2,4,.a,.a,2,2,2,1,2,2,2,2,8,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,8,.a,.a,.a,.a,.a,.a,1,2,1,2,2,2,1,2,2,1,1,4,4,2,.a,.a,.a,.a,.a,.a,5,2,1,2,2,2,5,2,1,.d,3,1,0,1,6,1,2,4,1994.8146,16/07/2020
7085,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,1,3,3,1,3,3,4,3,2,3,4,1,3,3,1,2,2,2,2,3,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,4,.a,.a,2,2,1,1,2,2,2,2,3,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,.a,.a,.a,.a,.a,.a,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,2,2,2,2,5,5,3,5,2,4,2,2,2,3,4,1,0,2,2,1,2,1,7984.7883,16/07/2020
7086,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,2,2,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,4,.a,.a,2,2,2,1,2,2,2,2,8,.a,1,5,3,2,2,2,2,2,3,3,3,2,2,5,3,3,.a,.a,.a,.a,.a,.a,1,1,1,1,1,1,1,1,2,1,1,1,1,2,.a,.a,.a,.a,.a,.a,3,5,1,2,1,2,1,2,1,3,1,1,1,2,2,4,3,1,4592.8945,16/07/2020
7087,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,4,3,4,2,2,1,2,3,4,2,1,1,3,2,1,1,2,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,10,.a,1,3,3,3,2,2,3,3,3,3,3,2,2,2,6,6,.a,.a,.a,.a,.a,.a,3,3,2,3,3,3,1,2,3,3,2,2,2,2,.a,.a,.a,.a,.a,.a,4,2,3,4,4,3,1,2,1,3,1,1,1,2,4,1,4,1,1589.4119,16/07/2020
7088,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,2,3,2,3,3,3,3,2,2,3,2,3,2,2,1,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,2,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,5,1,1,3,3,2,3,3,1,2,3,3,3,3,3,5,7,7,.a,.a,.a,.a,.a,.a,2,2,2,2,2,2,1,2,3,2,2,2,2,1,1,2,1,2,2,2,2,4,3,2,3,2,3,2,2,2,1,2,1,2,2,2,2,1,15318.4624,16/07/2020
7089,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,3,3,2,3,2,3,3,3,3,4,3,4,2,1,1,1,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,2,1,1,1,2,2,1,2,2,2,.a,.b,.a,.a,.a,.a,.a,.a,.a,.a,8,.b,1,5,2,3,3,3,2,2,3,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,3,1,3,2,3,1,4,3,2,2,4,4,2,.a,.a,.a,.a,.a,.a,5,5,3,4,3,1,5,1,1,.d,1,1,0,2,5,1,6,4,2157.0158,16/07/2020
7090,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,4,4,3,3,3,3,3,3,4,3,4,2,1,1,1,2,2,4,2,1,1,1,1,1,2,2,2,2,1,2,1,1,2,2,1,2,2,4,.a,.a,2,2,1,1,2,2,2,2,5,.a,1,1,6,1,1,1,1,1,1,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,1,1,1,1,1,2,1,1,2,2,2,1,4,2,.a,.a,.a,.a,.a,.a,5,5,4,4,1,1,1,2,2,.d,2,1,0,3,4,1,5,4,6005.4438,16/07/2020
7091,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,2,2,1,3,2,3,2,3,3,3,3,4,2,4,1,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,2,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,8,2,1,4,3,3,2,1,3,3,1,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,2,1,2,3,3,1,4,3,2,2,2,2,2,.a,.a,.a,.a,.a,.a,5,3,2,3,2,1,5,2,1,.d,1,1,0,2,7,1,6,4,2526.2619,16/07/2020
7092,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,2,3,2,4,2,3,3,3,2,4,2,4,1,1,1,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,1,1,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,10,1,1,5,3,3,3,3,3,2,2,5,5,5,5,5,3,3,.a,.a,.a,.a,.a,.a,3,3,2,3,3,3,1,2,3,2,2,2,3,2,.a,.a,.a,.a,.a,.a,5,5,4,4,1,1,1,2,2,3,1,1,0,2,5,1,4,1,1106.5765,16/07/2020
7093,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,2,2,3,3,2,3,3,3,4,4,3,3,2,3,3,1,1,2,2,2,3,2,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,6,1,1,5,1,3,3,3,2,1,2,3,3,3,2,5,3,3,.a,.a,.a,.a,.a,.a,3,2,2,3,3,4,1,3,3,3,3,3,3,2,.a,.a,.a,.a,.a,.a,4,5,4,5,4,3,5,1,1,3,1,1,1,2,3,1,6,1,1894.1651,16/07/2020
7094,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,3,3,3,1,3,3,3,1,3,1,3,3,3,2,1,2,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,2,2,2,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,1,1,5,3,2,4,1,2,2,1,3,3,3,3,3,3,3,.a,.a,.a,.a,.a,.a,2,2,1,2,2,3,1,2,2,2,2,2,2,2,.a,.a,.a,.a,.a,.a,3,5,2,4,2,4,5,2,1,3,1,1,1,3,4,4,7,1,6177.1976,16/07/2020
7095,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,4,3,4,3,3,3,3,3,1,4,4,4,2,1,2,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,9,1,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,8,.a,.a,.a,.a,.a,.a,2,3,2,3,3,3,4,4,4,2,2,2,3,2,.a,.a,.a,.a,.a,.a,5,5,1,4,1,1,1,2,2,.d,4,1,0,1,7,2,2,4,7113.3167,16/07/2020
7096,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,2,3,2,3,2,3,3,3,2,4,2,4,1,1,1,2,1,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,2,1,2,2,1,2,2,4,.a,.a,2,1,2,1,1,2,2,2,7,.a,1,4,2,1,3,3,3,3,3,5,5,5,5,5,1,1,.a,.a,.a,.a,.a,.a,2,2,2,3,3,3,4,3,4,2,3,3,3,2,.a,.a,.a,.a,.a,.a,5,4,2,4,3,2,2,2,2,2,1,2,0,2,4,4,7,1,7753.8751,16/07/2020
7097,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,3,3,1,3,1,3,3,4,3,4,1,4,2,1,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,8,1,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,.a,.a,.a,.a,.a,.a,2,2,1,2,3,3,1,1,2,1,2,1,4,1,1,2,2,2,2,2,3,5,1,5,2,3,5,2,2,3,4,1,0,1,3,2,5,1,5291.39,16/07/2020
7098,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,2,2,1,3,2,1,2,3,1,3,3,3,2,1,1,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,1,1,2,2,4,.a,.a,2,2,2,2,2,2,2,1,8,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,4,3,2,2,2,2,2,1,2,3,2,3,3,3,1,1,3,2,3,2,2,1,2,2,2,2,2,1,4,5,4,4,3,1,1,2,1,3,1,1,1,2,3,1,7,1,5650.4163,16/07/2020
7099,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,3,3,2,3,2,3,1,3,3,1,2,3,2,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,2,2,2,2,1,1,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,7,1,1,4,3,3,3,3,3,2,1,3,3,4,4,4,3,3,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,1,1,1,1,1,1,2,.a,.a,.a,.a,.a,.a,4,5,1,3,3,2,1,1,1,3,1,1,1,2,3,1,3,1,6753.4553,16/07/2020
7100,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,2,2,2,3,3,4,3,4,3,3,2,2,2,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,6,.a,1,3,3,2,2,2,2,2,1,3,3,4,4,5,3,3,.a,.a,.a,.a,.a,.a,2,2,2,3,3,3,2,2,3,2,2,2,3,2,.a,.a,.a,.a,.a,.a,1,2,2,2,2,1,1,2,1,3,1,1,1,3,3,1,6,1,3975.3317,16/07/2020
7101,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,2,2,4,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,3,.a,.a,2,2,2,2,1,2,1,2,8,.a,1,4,3,2,3,3,2,3,1,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,2,2,2,2,4,1,2,2,2,2,2,2,2,.a,.a,.a,.a,.a,.a,5,5,2,2,2,2,2,2,1,.d,1,1,0,2,6,1,3,4,4262.6927,16/07/2020
7102,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,1,2,4,1,3,1,3,3,1,3,4,1,2,1,2,2,2,2,1,4,2,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,4,.a,.a,2,2,2,1,1,2,2,2,8,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,8,.a,.a,.a,.a,.a,.a,1,1,1,2,2,1,1,1,1,1,2,1,1,2,.a,.a,.a,.a,.a,.a,5,5,2,1,1,2,1,2,2,.d,3,1,0,1,6,1,6,4,2121.1504,16/07/2020
7103,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,3,3,3,3,3,3,3,3,3,4,2,4,2,1,2,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,1,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,.b,1,5,3,3,2,3,3,3,1,5,5,5,5,5,3,3,.a,.a,.a,.a,.a,.a,2,3,2,3,3,3,1,2,3,2,2,2,2,2,.a,.a,.a,.a,.a,.a,5,2,3,2,2,2,5,2,1,3,3,1,0,1,7,4,2,1,440.7859,16/07/2020
7104,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,4,3,3,3,2,3,4,3,3,4,3,4,2,2,2,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,2,2,2,1,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,10,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,8,.a,.a,.a,.a,.a,.a,1,2,1,2,4,4,1,4,4,1,1,1,1,2,.a,.a,.a,.a,.a,.a,5,1,1,5,5,4,5,2,1,.d,3,1,0,1,7,4,6,4,3806.5371,16/07/2020
7105,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,2,3,3,3,2,2,3,4,3,4,4,4,2,2,2,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,1,1,2,2,4,.a,.a,1,1,2,2,2,2,2,2,9,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,.a,.a,.a,.a,.a,.a,3,3,3,3,3,3,1,2,2,3,2,2,3,2,.a,.a,.a,.a,.a,.a,5,1,1,2,5,1,4,2,2,3,3,1,0,1,4,4,6,1,2286.0139,16/07/2020
7106,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,2,2,2,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,4,1,1,4,3,1,1,1,1,3,3,3,1,3,3,5,3,3,.a,.a,.a,.a,.a,.a,2,3,2,3,3,3,2,3,3,3,3,3,3,2,.a,.a,.a,.a,.a,.a,3,3,4,4,3,5,5,2,2,.d,1,2,1,2,3,1,6,4,2352.5097,16/07/2020
7107,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,2,3,2,1,2,3,2,2,2,4,4,4,4,2,1,2,2,2,3,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,3,.a,.a,2,2,2,1,1,2,2,2,5,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,8,.a,.a,.a,.a,.a,.a,2,2,2,2,3,3,1,2,2,1,1,2,2,2,.a,.a,.a,.a,.a,.a,5,5,3,4,4,2,5,1,2,.d,4,1,0,1,6,1,4,4,6743.1935,16/07/2020
7108,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,3,4,3,3,3,3,2,4,4,4,3,4,.b,2,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,1,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,2,1,1,1,2,3,3,3,3,3,2,5,5,5,5,5,3,8,1,1,1,2,2,2,3,3,3,3,3,2,1,1,3,3,2,2,3,1,2,2,1,1,2,2,5,5,4,4,4,5,5,1,2,.d,4,1,0,2,1,4,2,.d,1882.9921,16/07/2020
7109,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,3,3,2,3,3,3,3,3,3,3,3,3,1,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,2,2,2,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,10,1,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,5,2,2,2,2,2,1,2,1,1,1,2,2,1,1,1,2,1,1,1,4,2,.a,.a,.a,.a,.a,.a,5,1,1,1,1,1,1,2,1,3,4,1,0,2,5,1,4,1,1714.068,16/07/2020
7110,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,3,3,3,3,3,3,3,4,1,4,4,1,2,2,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,2,2,2,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,5,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,.a,.a,.a,.a,.a,.a,3,3,2,3,3,3,2,4,3,3,3,3,3,1,1,2,2,2,2,2,5,5,4,4,2,1,1,1,1,3,4,1,0,1,4,1,2,1,1357.7529,16/07/2020
7111,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,4,5,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,1,4,3,2,2,2,2,1,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,4,.a,.a,2,2,2,2,1,2,2,2,0,.a,1,1,5,3,1,1,1,2,1,2,1,1,3,1,3,3,.a,.a,.a,.a,.a,.a,2,2,1,1,1,3,1,2,3,1,2,2,2,2,.a,.a,.a,.a,.a,.a,3,2,1,4,1,1,1,2,2,4,1,1,1,3,4,1,7,3,21218.8471,16/07/2020
7112,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,3,4,1,3,3,3,3,1,3,4,2,2,2,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,2,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,6,2,1,5,3,3,3,3,3,1,1,5,5,5,5,5,3,3,.a,.a,.a,.a,.a,.a,2,2,2,2,2,2,1,2,2,2,2,2,2,2,.a,.a,.a,.a,.a,.a,5,5,3,4,5,1,1,1,1,.d,1,1,0,3,5,1,4,4,4007.9592,16/07/2020
7113,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,1,1,1,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,6,1,1,5,3,2,1,1,1,1,1,5,5,5,5,5,3,7,2,1,2,2,2,2,2,3,3,3,3,3,1,3,3,3,3,3,3,2,.a,.a,.a,.a,.a,.a,5,5,3,3,3,3,3,2,2,2,1,1,0,2,5,4,7,1,4375.2417,16/07/2020
7114,3,.a,1,1,1,2,1,2,2,1,2,.a,.a,.a,.a,.a,3,4,1,1,4,1,2,1,3,2,3,3,2,3,3,1,3,3,2,4,3,4,2,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,2,1,1,2,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,5,1,1,5,3,1,3,3,3,2,2,3,3,1,3,5,3,3,.a,.a,.a,.a,.a,.a,2,2,1,2,3,3,1,1,4,2,2,2,2,2,.a,.a,.a,.a,.a,.a,3,1,3,4,2,2,3,2,2,1,1,1,1,2,3,1,6,1,5742.6881,16/07/2020
7115,3,.a,2,1,1,1,1,2,1,1,2,1,2,2,2,1,3,2,2,5,.d,5,3,2,3,2,1,3,2,3,2,1,1,3,2,4,2,4,2,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,1,2,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,7,1,1,3,3,3,1,3,1,1,1,5,5,5,5,5,3,7,2,2,2,1,2,2,2,2,1,2,2,3,1,4,4,3,2,2,2,2,.a,.a,.a,.a,.a,.a,5,5,2,5,3,2,3,2,2,1,2,1,0,2,2,1,4,1,1901.3254,16/07/2020
